MetaData/stationIdentification,BiasCoefficientValue/constantPredictor
CNMMTK  ,0.000000
CNMMTS  ,0.000000
CNMMTT  ,0.000000
CNMNKK  ,0.000000
CNMNNP  ,0.000000
CNMNNR  ,0.000000
CNMNNS  ,0.000000
CNMNPQ  ,0.000000
CNMNPR  ,0.000000
CNMNPT  ,0.000000
CNMNRM  ,0.000000
CNMNRS  ,0.000000
CNMOKQ  ,0.000000
CNMOKS  ,0.000000
CNMOLL  ,0.000000
CNMOLM  ,0.000000
CNMOLP  ,0.000000
CNMOLS  ,0.000000
CNMOLT  ,0.000000
CNMOMK  ,0.000000
CNMPKL  ,0.000000
CNMPLN  ,0.000000
CNMPRQ  ,0.000000
CNMQMK  ,0.000000
CNMQSL  ,0.000000
CNMQSO  ,0.000000
CNMQTN  ,0.000000
CNMQTO  ,0.000000
CNMQTP  ,0.000000
CNMSLM  ,0.000000
CNMSLN  ,0.000000
CNMSNK  ,0.000000
CNMSPT  ,0.000000
CNMSSL  ,0.000000
CNMSTM  ,0.000000
CNMTLR  ,0.000000
CNNCA001,0.000000
CNNCA002,0.000000
CNNKKB  ,0.000000
CNNKKC  ,0.000000
CNNKKK  ,0.000000
CNNKKL  ,0.000000
CNNKKO  ,0.000000
CNNKKQ  ,0.000000
CNNKKR  ,0.000000
CNNKKT  ,0.000000
CNNKKU  ,0.000000
CNNKKW  ,0.000000
CNNKKX  ,0.000000
CNNKKY  ,0.000000
CNNKKZ  ,0.000000
CNNKLA  ,0.000000
CNNKLC  ,0.000000
CNNKLD  ,0.000000
CNNKLK  ,0.000000
CNNKLL  ,0.000000
CNNKLN  ,0.000000
CNNKLO  ,0.000000
CNNKLP  ,0.000000
CNNKLU  ,0.000000
CNNKMA  ,0.000000
CNNKMB  ,0.000000
CNNKMK  ,0.000000
CNNKML  ,0.000000
CNNKMM  ,0.000000
CNNKMN  ,0.000000
CNNKMO  ,0.000000
CNNKMP  ,0.000000
CNNKMW  ,0.000000
CNNKNA  ,0.000000
CNNKNB  ,0.000000
CNNKNC  ,0.000000
CNNKNK  ,0.000000
CNNKNL  ,0.000000
CNNKNN  ,0.000000
CNNKNO  ,0.000000
CNNKNP  ,0.000000
CNNKNR  ,0.000000
CNNKNU  ,0.000000
CNNKNX  ,0.000000
CNNKNY  ,0.000000
CNNKNZ  ,0.000000
CNNKOK  ,0.000000
CNNKOL  ,0.000000
CNNKON  ,0.000000
CNNKOT  ,0.000000
CNNKOU  ,0.000000
CNNKOW  ,0.000000
CNNKPD  ,0.000000
CNNKPK  ,0.000000
CNNKPM  ,0.000000
CNNKPN  ,0.000000
CNNKPQ  ,0.000000
CNNKPR  ,0.000000
CNNKPT  ,0.000000
CNNKPW  ,0.000000
CNNKPX  ,0.000000
CNNKPY  ,0.000000
CNNKQA  ,0.000000
CNNKQD  ,0.000000
CNNKQK  ,0.000000
CNNKQL  ,0.000000
CNNKQN  ,0.000000
CNNKQO  ,0.000000
CNNKQP  ,0.000000
CNNKQQ  ,0.000000
CNNKQT  ,0.000000
CNNKRD  ,0.000000
CNNKRK  ,0.000000
CNNKRL  ,0.000000
CNNKRM  ,0.000000
CNNKRN  ,0.000000
CNNKRO  ,0.000000
CNNKRP  ,0.000000
CNNKRQ  ,0.000000
CNNKRR  ,0.000000
CNNKRT  ,0.000000
CNNKRX  ,0.000000
CNNKRY  ,0.000000
CNNKRZ  ,0.000000
CNNKSA  ,0.000000
CNNKSB  ,0.000000
CNNKSC  ,0.000000
CNNKSD  ,0.000000
CNNKSK  ,0.000000
CNNKSO  ,0.000000
CNNKSP  ,0.000000
CNNKSU  ,0.000000
CNNKSX  ,0.000000
CNNKTB  ,0.000000
CNNKTC  ,0.000000
CNNKTN  ,0.000000
CNNKTO  ,0.000000
CNNKTP  ,0.000000
CNNKTQ  ,0.000000
CNNKTT  ,0.000000
CNNKTU  ,0.000000
CNNKTW  ,0.000000
CNNKUO  ,0.000000
CNNKWQ  ,0.000000
CNNKXR  ,0.000000
CNNKYS  ,0.000000
CNNKZT  ,0.000000
CNNMKC  ,0.000000
CNNMKD  ,0.000000
CNNMKP  ,0.000000
CNNMKQ  ,0.000000
CNNMLD  ,0.000000
CNNMLU  ,0.000000
CNNMLW  ,0.000000
CNNMLZ  ,0.000000
CNNMMK  ,0.000000
CNNMMN  ,0.000000
CNNMMP  ,0.000000
CNNMMT  ,0.000000
CNNMMU  ,0.000000
CNNMMZ  ,0.000000
CNNMNC  ,0.000000
CNNMND  ,0.000000
CNNMNM  ,0.000000
CNNMNR  ,0.000000
CNNMNU  ,0.000000
CNNMNW  ,0.000000
CNNMNY  ,0.000000
CNNMNZ  ,0.000000
CNNMOC  ,0.000000
CNNMOT  ,0.000000
CNNMOU  ,0.000000
CNNMOZ  ,0.000000
CNNMPL  ,0.000000
CNPKMK  ,0.000000
CNPKML  ,0.000000
CNPKOL  ,0.000000
CNPKQS  ,0.000000
CNPKQT  ,0.000000
CNPKRK  ,0.000000
CNPLLL  ,0.000000
CNPLLM  ,0.000000
CNPLLN  ,0.000000
CNPLLP  ,0.000000
CNPLLQ  ,0.000000
CNPLLR  ,0.000000
CNPLLS  ,0.000000
CNPLLT  ,0.000000
CNPLNP  ,0.000000
CNPLOM  ,0.000000
CNPLOR  ,0.000000
CNPLOT  ,0.000000
CNPLPL  ,0.000000
CNPLPM  ,0.000000
CNPLPT  ,0.000000
CNPLQK  ,0.000000
CNPLQL  ,0.000000
CNPLQM  ,0.000000
CNPLQN  ,0.000000
CNPLQP  ,0.000000
CNPLQQ  ,0.000000
CNPLSK  ,0.000000
CNPLSM  ,0.000000
CNPLSP  ,0.000000
CNPLST  ,0.000000
CNPLTK  ,0.000000
CNPLTL  ,0.000000
CNPLTM  ,0.000000
CNPLTN  ,0.000000
CNPLTP  ,0.000000
CNPMKP  ,0.000000
CNPMKQ  ,0.000000
CNPMKR  ,0.000000
CNPMLK  ,0.000000
CNPMMP  ,0.000000
CNPMNQ  ,0.000000
CNPMPK  ,0.000000
CNPMPL  ,0.000000
CNPMPM  ,0.000000
CNPMPN  ,0.000000
CNPMPP  ,0.000000
CNPMPQ  ,0.000000
CNPMPT  ,0.000000
CNPMQM  ,0.000000
CNPMQP  ,0.000000
CNPMQR  ,0.000000
CNPMQT  ,0.000000
CNPMRL  ,0.000000
CNPMRP  ,0.000000
CNPMRQ  ,0.000000
CNPMRR  ,0.000000
CNPMRS  ,0.000000
CNPMRT  ,0.000000
CNPMSK  ,0.000000
CNPMSL  ,0.000000
CNPMSN  ,0.000000
CNPMSS  ,0.000000
CNPMST  ,0.000000
CNPMTL  ,0.000000
CNPMTP  ,0.000000
CNPMTS  ,0.000000
CNPNKK  ,0.000000
CNPNKL  ,0.000000
CNPNKM  ,0.000000
CNPNKN  ,0.000000
CNPNKP  ,0.000000
CNPNKQ  ,0.000000
CNPNKR  ,0.000000
CNPNLK  ,0.000000
CNPNLQ  ,0.000000
CNPNLS  ,0.000000
CNPNLT  ,0.000000
CNPNMK  ,0.000000
CNPNNM  ,0.000000
CNPNNN  ,0.000000
CNPNNP  ,0.000000
CNPNNQ  ,0.000000
CNPNNR  ,0.000000
CNPNNS  ,0.000000
CNPNNT  ,0.000000
CNPNOK  ,0.000000
CNPNOP  ,0.000000
CNPNOQ  ,0.000000
CNPNOR  ,0.000000
CNPNOS  ,0.000000
CNPNOT  ,0.000000
CNPNPK  ,0.000000
CNPNPL  ,0.000000
CNPNPM  ,0.000000
CNPNPP  ,0.000000
CNPNPQ  ,0.000000
CNPNPR  ,0.000000
CNPNQS  ,0.000000
CNPNQT  ,0.000000
CNPNRL  ,0.000000
CNPNRM  ,0.000000
CNPNRN  ,0.000000
CNPNRP  ,0.000000
CNPNRR  ,0.000000
CNPNRS  ,0.000000
CNPNRT  ,0.000000
CNPNSM  ,0.000000
CNPNSN  ,0.000000
CNPNSP  ,0.000000
CNPNSQ  ,0.000000
CNPNSS  ,0.000000
CNPNST  ,0.000000
CNPOKN  ,0.000000
CNPOKP  ,0.000000
CNPOKQ  ,0.000000
CNPOKR  ,0.000000
CNPOKT  ,0.000000
CNPOLK  ,0.000000
CNPOLQ  ,0.000000
CNPOLR  ,0.000000
CNPOLS  ,0.000000
CNPOLT  ,0.000000
CNPOMK  ,0.000000
CNPOML  ,0.000000
CNPOMS  ,0.000000
CNPOMT  ,0.000000
CNPONK  ,0.000000
CNPONP  ,0.000000
CNPONT  ,0.000000
CNPOOS  ,0.000000
CNPOOT  ,0.000000
CNPOPK  ,0.000000
CNPOPL  ,0.000000
CNPOPM  ,0.000000
CNPOPN  ,0.000000
CNPOPQ  ,0.000000
CNPOPT  ,0.000000
CNPOQL  ,0.000000
CNPOQM  ,0.000000
CNPOQP  ,0.000000
CNPOQQ  ,0.000000
CNPOQR  ,0.000000
CNPOQS  ,0.000000
CNPOQT  ,0.000000
CNPORK  ,0.000000
CNPORQ  ,0.000000
CNPORS  ,0.000000
CNPORT  ,0.000000
CNPOSK  ,0.000000
CNPOSL  ,0.000000
CNPOSM  ,0.000000
CNPOSN  ,0.000000
CNPOSR  ,0.000000
CNPOSS  ,0.000000
CNPOST  ,0.000000
CNPOTK  ,0.000000
CNPOTL  ,0.000000
CNPOTM  ,0.000000
CNPOTT  ,0.000000
CNPPKN  ,0.000000
CNPPLN  ,0.000000
CNPPLQ  ,0.000000
CNPPMK  ,0.000000
CNPPML  ,0.000000
CNPPMR  ,0.000000
CNPPMS  ,0.000000
CNPPMT  ,0.000000
CNPPNM  ,0.000000
CNPPNN  ,0.000000
CNPPNP  ,0.000000
CNPPNQ  ,0.000000
CNPPNR  ,0.000000
CNPPNS  ,0.000000
CNPPNT  ,0.000000
CNPPOK  ,0.000000
CNPPOL  ,0.000000
CNPPOM  ,0.000000
CNPPON  ,0.000000
CNPPOS  ,0.000000
CNPPOT  ,0.000000
CNPPPL  ,0.000000
CNPPPM  ,0.000000
CNPPQK  ,0.000000
CNPPQL  ,0.000000
CNPPQP  ,0.000000
CNPPRT  ,0.000000
CNPPSK  ,0.000000
CNPPSL  ,0.000000
CNPPSQ  ,0.000000
CNPPSR  ,0.000000
CNPPTK  ,0.000000
CNPPTN  ,0.000000
CNPPTP  ,0.000000
CNPPTQ  ,0.000000
CNPPTR  ,0.000000
CNPPTS  ,0.000000
CNPQKL  ,0.000000
CNPQKM  ,0.000000
CNPQKN  ,0.000000
CNPQKP  ,0.000000
CNPQKT  ,0.000000
CNPQLL  ,0.000000
CNPQMK  ,0.000000
CNPQMN  ,0.000000
CNPQMQ  ,0.000000
CNPQMR  ,0.000000
CNPQMS  ,0.000000
CNPQMT  ,0.000000
CNPQNK  ,0.000000
CNPQNL  ,0.000000
CNPQNM  ,0.000000
CNPQNN  ,0.000000
CNPQNP  ,0.000000
CNPQNQ  ,0.000000
CNPQNR  ,0.000000
CNPQNS  ,0.000000
CNPQOK  ,0.000000
CNPQOL  ,0.000000
CNPQON  ,0.000000
CNPQOP  ,0.000000
CNPQOQ  ,0.000000
CNPQOS  ,0.000000
CNPQOT  ,0.000000
CNPQPK  ,0.000000
CNPQPL  ,0.000000
CNPQPM  ,0.000000
CNPQPN  ,0.000000
CNPQPP  ,0.000000
CNPQPQ  ,0.000000
CNPQPR  ,0.000000
CNPQPS  ,0.000000
CNPQPT  ,0.000000
CNPQQK  ,0.000000
CNPQQL  ,0.000000
CNPQQM  ,0.000000
CNPQQN  ,0.000000
CNPQQP  ,0.000000
CNPQRK  ,0.000000
CNPQRL  ,0.000000
CNPQRM  ,0.000000
CNPQRN  ,0.000000
CNPQRQ  ,0.000000
CNPQRS  ,0.000000
CNPQSN  ,0.000000
CNPQSP  ,0.000000
CNPQSQ  ,0.000000
CNPQSR  ,0.000000
CNPQSS  ,0.000000
CNPQST  ,0.000000
CNPQTK  ,0.000000
CNPQTL  ,0.000000
CNPQTR  ,0.000000
CNPQTS  ,0.000000
CNPQTT  ,0.000000
CNPRKM  ,0.000000
CNPRKQ  ,0.000000
CNPRKS  ,0.000000
CNPRKT  ,0.000000
CNPRLL  ,0.000000
CNPRLM  ,0.000000
CNPRLN  ,0.000000
CNPRLQ  ,0.000000
CNPRLR  ,0.000000
CNPRLS  ,0.000000
CNPRLT  ,0.000000
CNPRMK  ,0.000000
CNPRML  ,0.000000
CNPRMN  ,0.000000
CNPRMP  ,0.000000
CNPRMQ  ,0.000000
CNPRMR  ,0.000000
CNPRMS  ,0.000000
CNPRNM  ,0.000000
CNPRNN  ,0.000000
CNPRNP  ,0.000000
CNPRNQ  ,0.000000
CNPRNR  ,0.000000
CNPRNS  ,0.000000
CNPRNT  ,0.000000
CNPROL  ,0.000000
CNPROM  ,0.000000
CNPRON  ,0.000000
CNPROP  ,0.000000
CNPROQ  ,0.000000
CNPROR  ,0.000000
CNPROS  ,0.000000
CNPROT  ,0.000000
CNPRPK  ,0.000000
CNPRPL  ,0.000000
CNPRPN  ,0.000000
CNPRPP  ,0.000000
CNPRPR  ,0.000000
CNPRPS  ,0.000000
CNPRPT  ,0.000000
CNPRQK  ,0.000000
CNPRQL  ,0.000000
CNPRQM  ,0.000000
CNPRQQ  ,0.000000
CNPRQR  ,0.000000
CNPRQS  ,0.000000
CNPRQT  ,0.000000
CNPRRL  ,0.000000
CNPRRM  ,0.000000
CNPRRN  ,0.000000
CNPRRP  ,0.000000
CNPRRQ  ,0.000000
CNPRRS  ,0.000000
CNPRSL  ,0.000000
CNPRSM  ,0.000000
CNPRSN  ,0.000000
CNPRSP  ,0.000000
CNPRSQ  ,0.000000
CNPRSR  ,0.000000
CNPRSS  ,0.000000
CNPRST  ,0.000000
CNPRTL  ,0.000000
CNPRTM  ,0.000000
CNPRTR  ,0.000000
CNPRTS  ,0.000000
CNPRTT  ,0.000000
CNPSKM  ,0.000000
CNPSKP  ,0.000000
CNPSKQ  ,0.000000
CNPSKR  ,0.000000
CNPSKS  ,0.000000
CNPSKT  ,0.000000
CNPSLK  ,0.000000
CNPSLP  ,0.000000
CNPSLQ  ,0.000000
CNPSLR  ,0.000000
CNPSML  ,0.000000
CNPSMM  ,0.000000
CNPSMN  ,0.000000
CNPSMP  ,0.000000
CNPSMQ  ,0.000000
CNPSMR  ,0.000000
CNPSMS  ,0.000000
CNPSNN  ,0.000000
CNPSNQ  ,0.000000
CNPSOP  ,0.000000
CNPSOQ  ,0.000000
CNPSOR  ,0.000000
CNPSPM  ,0.000000
CNPSPN  ,0.000000
CNPSPP  ,0.000000
CNPSPS  ,0.000000
CNPSPT  ,0.000000
CNPSQK  ,0.000000
CNPTKM  ,0.000000
CNPTKN  ,0.000000
CNPTKS  ,0.000000
CNPTLR  ,0.000000
CNPTMK  ,0.000000
CNPTML  ,0.000000
CNPTMQ  ,0.000000
CNPTMS  ,0.000000
CNPTNK  ,0.000000
CNPTNL  ,0.000000
CNPTNQ  ,0.000000
CNPTNR  ,0.000000
CNPTNS  ,0.000000
CNPTNT  ,0.000000
CNPTOK  ,0.000000
CNPTOL  ,0.000000
CNPTOM  ,0.000000
CNPTON  ,0.000000
CNPTOP  ,0.000000
CNPTPK  ,0.000000
CNPTPL  ,0.000000
CNPTPM  ,0.000000
CNPTPN  ,0.000000
CNPTPT  ,0.000000
CNPTQL  ,0.000000
CNPTQM  ,0.000000
CNPTQN  ,0.000000
CNPTQQ  ,0.000000
CNPTQR  ,0.000000
CNPTQS  ,0.000000
CNPTQT  ,0.000000
CNPTRN  ,0.000000
CNPTRP  ,0.000000
CNPTRQ  ,0.000000
CNPTRT  ,0.000000
CNPYUO  ,0.000000
CNPYXR  ,0.000000
CNQKKL  ,0.000000
CNQKKM  ,0.000000
CNQKKN  ,0.000000
CNQKKP  ,0.000000
CNQKKQ  ,0.000000
CNQKKR  ,0.000000
CNQKKS  ,0.000000
CNQKKT  ,0.000000
CNQKLK  ,0.000000
CNQKLL  ,0.000000
CNQKLM  ,0.000000
CNQKLP  ,0.000000
CNQKLQ  ,0.000000
CNQKLR  ,0.000000
CNQKON  ,0.000000
CNQKOP  ,0.000000
CNQKPO  ,0.000000
CNQKQK  ,0.000000
CNQKQL  ,0.000000
CNQKQM  ,0.000000
CNQKQN  ,0.000000
CNQKQP  ,0.000000
CNQKQQ  ,0.000000
CNQKQR  ,0.000000
CNQKSM  ,0.000000
CNQKSP  ,0.000000
CNQKTQ  ,0.000000
CNQKTR  ,0.000000
CNQLKK  ,0.000000
CNQLKN  ,0.000000
CNQLKR  ,0.000000
CNQLKS  ,0.000000
CNQLLQ  ,0.000000
CNQLLS  ,0.000000
CNQLOL  ,0.000000
CNQLOM  ,0.000000
CNQLON  ,0.000000
CNQLOP  ,0.000000
CNQLOQ  ,0.000000
CNQLOR  ,0.000000
CNQLOS  ,0.000000
CNQLOT  ,0.000000
CNQLPN  ,0.000000
CNQLQQ  ,0.000000
CNQLQR  ,0.000000
CNQLRL  ,0.000000
CNQLRM  ,0.000000
CNQLRN  ,0.000000
CNQLRP  ,0.000000
CNQLRQ  ,0.000000
CNQLRT  ,0.000000
CNQLSK  ,0.000000
CNQLSM  ,0.000000
CNQLSN  ,0.000000
CNQLSP  ,0.000000
CNQLSR  ,0.000000
CNQLTK  ,0.000000
CNQLTL  ,0.000000
CNQLTM  ,0.000000
CNQLTN  ,0.000000
CNQLTP  ,0.000000
CNQLTQ  ,0.000000
CNQLTR  ,0.000000
CNQMKK  ,0.000000
CNQMKL  ,0.000000
CNQMKM  ,0.000000
CNQMKN  ,0.000000
CNQMKS  ,0.000000
CNQMKT  ,0.000000
CNQMLP  ,0.000000
CNQMLR  ,0.000000
CNQMLS  ,0.000000
CNQMNL  ,0.000000
CNQMOP  ,0.000000
CNQMOQ  ,0.000000
CNQMOR  ,0.000000
CNQMOS  ,0.000000
CNQMOT  ,0.000000
CNQMPL  ,0.000000
CNQMPM  ,0.000000
CNQMPN  ,0.000000
CNQMPP  ,0.000000
CNQMQN  ,0.000000
CNQMQP  ,0.000000
CNQMQR  ,0.000000
CNQMQS  ,0.000000
CNQMQT  ,0.000000
CNQMRK  ,0.000000
CNQMRL  ,0.000000
CNQMRM  ,0.000000
CNQMRR  ,0.000000
CNQMRT  ,0.000000
CNQMSL  ,0.000000
CNQMSM  ,0.000000
CNQMSN  ,0.000000
CNQMSQ  ,0.000000
CNQMSR  ,0.000000
CNQMSS  ,0.000000
CNQMST  ,0.000000
CNQMTK  ,0.000000
CNQMTL  ,0.000000
CNQMTM  ,0.000000
CNQMTN  ,0.000000
CNQMTQ  ,0.000000
CNQMTR  ,0.000000
CNQMTT  ,0.000000
CNQNKL  ,0.000000
CNQNKM  ,0.000000
CNQNKN  ,0.000000
CNQNKR  ,0.000000
CNQNKS  ,0.000000
CNQNKT  ,0.000000
CNQNLK  ,0.000000
CNQNLR  ,0.000000
CNQNLS  ,0.000000
CNQNLT  ,0.000000
CNQNML  ,0.000000
CNQNMM  ,0.000000
CNQNMN  ,0.000000
CNQNMP  ,0.000000
CNQNMT  ,0.000000
CNQNNK  ,0.000000
CNQNNL  ,0.000000
CNQNNM  ,0.000000
CNQNNN  ,0.000000
CNQNNP  ,0.000000
CNQNNT  ,0.000000
CNQNOM  ,0.000000
CNQNON  ,0.000000
CNQNOP  ,0.000000
CNQNOQ  ,0.000000
CNQNOR  ,0.000000
CNQNOS  ,0.000000
CNQNPL  ,0.000000
CNQNPM  ,0.000000
CNQNPN  ,0.000000
CNQNPP  ,0.000000
CNQNPQ  ,0.000000
CNQNPR  ,0.000000
CNQNPS  ,0.000000
CNQNPT  ,0.000000
CNQNQK  ,0.000000
CNQNQQ  ,0.000000
CNQNQR  ,0.000000
CNQNQS  ,0.000000
CNQNQT  ,0.000000
CNQNRK  ,0.000000
CNQNRL  ,0.000000
CNQNRM  ,0.000000
CNQNRN  ,0.000000
CNQNRP  ,0.000000
CNQNRR  ,0.000000
CNQNRS  ,0.000000
CNQNRT  ,0.000000
CNQNSR  ,0.000000
CNQNSS  ,0.000000
CNQNST  ,0.000000
CNQNTM  ,0.000000
CNQNTR  ,0.000000
CNQNTS  ,0.000000
CNQNTT  ,0.000000
CNQOKM  ,0.000000
CNQOKQ  ,0.000000
CNQOKR  ,0.000000
CNQOKS  ,0.000000
CNQOKT  ,0.000000
CNQOLK  ,0.000000
CNQOLM  ,0.000000
CNQOLN  ,0.000000
CNQOLQ  ,0.000000
CNQOLR  ,0.000000
CNQOLT  ,0.000000
CNQOMK  ,0.000000
CNQOML  ,0.000000
CNQOMM  ,0.000000
CNQOMN  ,0.000000
CNQOMP  ,0.000000
CNQOMQ  ,0.000000
CNQOMR  ,0.000000
CNQOMS  ,0.000000
CNQOMT  ,0.000000
CNQONK  ,0.000000
CNQONL  ,0.000000
CNQONM  ,0.000000
CNQONN  ,0.000000
CNQONR  ,0.000000
CNQONS  ,0.000000
CNQONT  ,0.000000
CNQOOL  ,0.000000
CNQOOM  ,0.000000
CNQOON  ,0.000000
CNQOOP  ,0.000000
CNQOOQ  ,0.000000
CNQOOR  ,0.000000
CNQOOS  ,0.000000
CNQOOT  ,0.000000
CNQOPK  ,0.000000
CNQOPL  ,0.000000
CNQOPM  ,0.000000
CNQOPN  ,0.000000
CNQOPP  ,0.000000
CNQOPQ  ,0.000000
CNQOPR  ,0.000000
CNQOPS  ,0.000000
CNQOPT  ,0.000000
CNQOQK  ,0.000000
CNQOQN  ,0.000000
CNQOQP  ,0.000000
CNQOQQ  ,0.000000
CNQOQR  ,0.000000
CNQOQT  ,0.000000
CNQORK  ,0.000000
CNQORL  ,0.000000
CNQORM  ,0.000000
CNQORN  ,0.000000
CNQORQ  ,0.000000
CNQOSL  ,0.000000
CNQOSM  ,0.000000
CNQOSN  ,0.000000
CNQOSP  ,0.000000
CNQOSQ  ,0.000000
CNQOSR  ,0.000000
CNQOSS  ,0.000000
CNQOST  ,0.000000
CNQOTK  ,0.000000
CNQOTL  ,0.000000
CNQOTM  ,0.000000
CNQOTN  ,0.000000
CNQOTP  ,0.000000
CNQPKR  ,0.000000
CNQPLT  ,0.000000
CNQPMQ  ,0.000000
CNQPMR  ,0.000000
CNQPMS  ,0.000000
CNQPNL  ,0.000000
CNQPNM  ,0.000000
CNQPNR  ,0.000000
CNQPNS  ,0.000000
CNQPNT  ,0.000000
CNQPOM  ,0.000000
CNQPON  ,0.000000
CNQPOP  ,0.000000
CNQPOQ  ,0.000000
CNQPOR  ,0.000000
CNQPOS  ,0.000000
CNQPPK  ,0.000000
CNQPPL  ,0.000000
CNQPPN  ,0.000000
CNQPPS  ,0.000000
CNQPPT  ,0.000000
CNQPQK  ,0.000000
CNQPQL  ,0.000000
CNQPQM  ,0.000000
CNQPQN  ,0.000000
CNQPQP  ,0.000000
CNQPQQ  ,0.000000
CNQPQR  ,0.000000
CNQPQS  ,0.000000
CNQPQT  ,0.000000
CNQPRK  ,0.000000
CNQPRL  ,0.000000
CNQPRM  ,0.000000
CNQPRP  ,0.000000
CNQPRQ  ,0.000000
CNQPRR  ,0.000000
CNQPRS  ,0.000000
CNQPRT  ,0.000000
CNQPSL  ,0.000000
CNQPSM  ,0.000000
CNQPSN  ,0.000000
CNQPSP  ,0.000000
CNQPSQ  ,0.000000
CNQPSR  ,0.000000
CNQPSS  ,0.000000
CNQPST  ,0.000000
CNQPTK  ,0.000000
CNQPTL  ,0.000000
CNQPTM  ,0.000000
CNQPTS  ,0.000000
CNQQKK  ,0.000000
CNQQKL  ,0.000000
CNQQKM  ,0.000000
CNQQLM  ,0.000000
CNQQLN  ,0.000000
CNQQLP  ,0.000000
CNQQLQ  ,0.000000
CNQQLR  ,0.000000
CNQQLS  ,0.000000
CNQQLT  ,0.000000
CNQQMK  ,0.000000
CNQQML  ,0.000000
CNQQMM  ,0.000000
CNQQMN  ,0.000000
CNQQMP  ,0.000000
CNQQMQ  ,0.000000
CNQQMR  ,0.000000
CNQQMS  ,0.000000
CNQQMT  ,0.000000
CNQQNK  ,0.000000
CNQQNP  ,0.000000
CNQQNQ  ,0.000000
CNQQNR  ,0.000000
CNQQNS  ,0.000000
CNQQNT  ,0.000000
CNQQOK  ,0.000000
CNQQOL  ,0.000000
CNQQON  ,0.000000
CNQQOP  ,0.000000
CNQQOQ  ,0.000000
CNQQOS  ,0.000000
CNQQOT  ,0.000000
CNQQPK  ,0.000000
CNQQPL  ,0.000000
CNQQPM  ,0.000000
CNQQPN  ,0.000000
CNQQPP  ,0.000000
CNQQPQ  ,0.000000
CNQQPR  ,0.000000
CNQQPT  ,0.000000
CNQQQL  ,0.000000
CNQQQM  ,0.000000
CNQQQN  ,0.000000
CNQQQR  ,0.000000
CNQQQS  ,0.000000
CNQQRK  ,0.000000
CNQQRL  ,0.000000
CNQQRN  ,0.000000
CNQQRS  ,0.000000
CNQQRT  ,0.000000
CNQQSK  ,0.000000
CNQQSL  ,0.000000
CNQQSM  ,0.000000
CNQQSN  ,0.000000
CNQQSP  ,0.000000
CNQQSQ  ,0.000000
CNQQSR  ,0.000000
CNQQTK  ,0.000000
CNQQTL  ,0.000000
CNQQTM  ,0.000000
CNQQTN  ,0.000000
CNQQTP  ,0.000000
CNQQTQ  ,0.000000
CNQQTR  ,0.000000
CNQQTS  ,0.000000
CNQRKK  ,0.000000
CNQRKM  ,0.000000
CNQRKN  ,0.000000
CNQRKP  ,0.000000
CNQRKQ  ,0.000000
CNQRKR  ,0.000000
CNQRKS  ,0.000000
CNQRKT  ,0.000000
CNQRLK  ,0.000000
CNQRLN  ,0.000000
CNQRLP  ,0.000000
CNQRLQ  ,0.000000
CNQRLR  ,0.000000
CNQRLS  ,0.000000
CNQRLT  ,0.000000
CNQRMK  ,0.000000
CNQRML  ,0.000000
CNQRMM  ,0.000000
CNQRMQ  ,0.000000
CNQRNM  ,0.000000
CNQRNP  ,0.000000
CNQRNQ  ,0.000000
CNQRNR  ,0.000000
CNQRNS  ,0.000000
CNQRNT  ,0.000000
CNQROK  ,0.000000
CNQRON  ,0.000000
CNQROS  ,0.000000
CNQROT  ,0.000000
CNQRPK  ,0.000000
CNQRPL  ,0.000000
CNQRPM  ,0.000000
CNQRPN  ,0.000000
CNQRPP  ,0.000000
CNQRPQ  ,0.000000
CNQRPR  ,0.000000
CNQRPS  ,0.000000
CNQRPT  ,0.000000
CNQRQL  ,0.000000
CNQRQM  ,0.000000
CNQRQN  ,0.000000
CNQRQP  ,0.000000
CNQRQQ  ,0.000000
CNQRQS  ,0.000000
CNQRQT  ,0.000000
CNQRRK  ,0.000000
CNQRRL  ,0.000000
CNQRRM  ,0.000000
CNQRRP  ,0.000000
CNQRRQ  ,0.000000
CNQRRS  ,0.000000
CNQRRT  ,0.000000
CNQRSK  ,0.000000
CNQRSL  ,0.000000
CNQRSM  ,0.000000
CNQRSN  ,0.000000
CNQRSP  ,0.000000
CNQRSQ  ,0.000000
CNQRSR  ,0.000000
CNQRSS  ,0.000000
CNQRST  ,0.000000
CNQRTK  ,0.000000
CNQRTP  ,0.000000
CNQRTQ  ,0.000000
CNQRTR  ,0.000000
CNQRTS  ,0.000000
CNQRTT  ,0.000000
CNQSKK  ,0.000000
CNQSKL  ,0.000000
CNQSKM  ,0.000000
CNQSKN  ,0.000000
CNQSKP  ,0.000000
CNQSKQ  ,0.000000
CNQSKR  ,0.000000
CNQSKS  ,0.000000
CNQSKT  ,0.000000
CNQSLK  ,0.000000
CNQSLL  ,0.000000
CNQSLM  ,0.000000
CNQSLN  ,0.000000
CNQSLP  ,0.000000
CNQSLQ  ,0.000000
CNQSLR  ,0.000000
CNQSLS  ,0.000000
CNQSLT  ,0.000000
CNQSMK  ,0.000000
CNQSML  ,0.000000
CNQSMQ  ,0.000000
CNQSMR  ,0.000000
CNQSMT  ,0.000000
CNQSNK  ,0.000000
CNQSNL  ,0.000000
CNQSNM  ,0.000000
CNQSNN  ,0.000000
CNQSNP  ,0.000000
